name, id, count, point, temperature, type
919db68e-a854-4aa1-b154-ee3d9da2ce69,c31d22d7-c53d-47cd-b69b-b7323f80554b,16,5623.295534360621,5134.547409923731,Rust
faf16a9a-48e8-46de-94a6-38b976300711,2accd077-fef7-471e-85a0-e7c76c649cde,27,4302.977722388118,134.69345514824784,Go
b088d702-523f-4275-87ac-eccbd089b88d,917cf043-3eb1-4281-8d63-ce64926bed52,3,3743.0498119051686,1995.7663718826786,JavaScript
f6ff5c81-8bb2-4314-aedb-4e638b9c5acc,029768f6-3e1e-440b-b9ae-db97a29b595f,39,5132.876438942539,954.449292069976,C
59d72c8a-3036-4c07-9fa4-cf76dacfd72e,1ca88147-5aae-4232-8d4e-38336b9bcfd3,28,959.0608933390929,4856.169850280215,TypeScript
1662be5c-841c-4ef1-914a-7d92c6ea7f17,211e1288-0d06-4581-a1fe-1972ef59b49d,29,7581.6020313046,7170.188095385281,C
5032bf5d-e84a-4015-82a8-6151345de8cf,e83362c1-bb67-4a01-8b28-c1ac25e57d1c,42,1622.7945209759262,3128.1162578141416,C
c610874f-330c-4a6d-bc26-9a8f44ad6545,eadb52cd-9889-4a48-9954-5ebcd28d1672,70,1663.7294762826675,1130.6401871491335,Ruby
b522691a-b2d5-4d90-8ca3-01c520a546c4,2dd326b3-d6b2-49b4-89d8-230179f880ac,75,6839.479497912502,421.02688182279627,Scala
fd45fbef-d8e7-415b-af5e-c4a0961a63ee,f28aee27-991b-4f1d-bed6-15a352166237,40,2184.8870635027993,2352.3962261370107,C
1eb580e1-3c9d-46b6-b751-eb90528425d3,e697295d-b800-4a27-ba86-280b3b3b55f5,2,8337.369818496061,4526.342421550551,Ruby
b67a877b-970c-4a6f-8ce6-4b2c28888993,607ddaee-ffc6-44fa-bfa6-515a52079511,14,1410.44737748662,2926.3545545394386,JavaScript
f06926dc-5156-4d43-968d-18fbfc73bd85,27c41c75-03dc-42e9-87bc-dc4ca8f5d5a8,24,286.84569362019823,2075.9511512417052,Ruby
822d0342-391b-4db3-a66f-0ca83aafe324,242c7c86-52eb-4a55-904e-bea51cb99e79,55,4627.41136038632,1988.2803389411897,Scala
77cfd776-fac5-48f2-838d-80c77d5bfac8,359c733b-7ff8-4ab0-a74f-456f9a818ea1,64,6404.753047583474,1748.4771415724338,JavaScript
f1bfc1ac-385e-4955-82ab-802d88aca9b2,aebc2308-d59c-4bcc-8789-adef054685d3,19,17.831178568118748,505.31545020850314,Go
f70716a7-c9a6-4841-a0e4-303a74d7e5d0,a38b2445-6cc7-4775-97d4-08a66fca6c51,79,3511.8211536935573,4725.665642877926,Ruby
c5169d5a-75a4-4124-b336-88292670d28e,0c584a0c-614d-4ce1-bf86-e9d85429f883,55,1766.2012278261434,2668.8986719604795,Go
1c69730c-a743-49c3-b636-d3c5563a3c7e,9b9d3323-b337-4718-bc1d-b49b936becfc,56,1502.9304236097685,1834.2252512055397,Java
9d1ef750-6f63-4f4b-b227-97366727f327,fa01c9d7-9bbc-40f6-83ac-5bdfc13a4199,19,64.3156774245652,2173.9197089782265,Java
53626677-8c04-40b6-8cf7-330428783f59,c60aaca8-814e-4228-aeac-b517a727febb,26,2514.5819416737504,300.1419862793891,Rust
26a6f39a-7c24-4573-bf36-24a84462ebd6,fce1b21a-56bb-4f12-a49f-0010de7b9798,32,2789.6727764438674,859.5572095802241,JavaScript
ca9a4f15-9afc-41e3-a8c7-c4fc5233b92d,003210be-f240-4f6c-8c9d-e966fa009af7,47,526.427022071294,1987.9040299881644,Scala
75ab5ea1-734f-4fb1-acb1-6388c5324a5b,acc36ef3-43d9-4141-acf4-880671f9a27d,33,332.3611246357561,604.0755785681546,Scala
b19a4a18-eecf-4154-b004-1b8c51cdb7e5,1ff1627a-fe14-43f6-9dde-e030eb282e32,92,222.7486671547893,37.89664581489591,Ruby
97485021-b355-4804-8cc9-06ad0f63627e,8099ae3c-0a0e-4da2-9002-093292a9d6a3,65,2265.640806964235,1696.9707328602713,Ruby
5bf32549-e17d-440b-b5ae-72f901a30ff9,ea07fc32-3110-49a0-b43b-3001e54a70d2,35,216.3104718216414,2037.341207434871,Ruby
